"depthclass","hind","simulation","varname","year","mean_value_dc_610_to_630"
"Surface","no","ssp585","Mean temp Feb to April",2055,5.84371416907349
"Surface","no","ssp585","Mean temp Feb to April",2056,4.72781532863996
"Surface","no","ssp585","Mean temp Feb to April",2057,5.3533241939896
"Surface","no","ssp585","Mean temp Feb to April",2058,4.44404793849031
"Surface","no","ssp585","Mean temp Feb to April",2059,6.1305615565493
"Surface","no","ssp585","Mean temp Feb to April",2060,4.76663605556101
"Surface","no","ssp585","Mean temp Feb to April",2061,6.65442256152652
"Surface","no","ssp585","Mean temp Feb to April",2062,5.61289595313877
"Surface","no","ssp585","Mean temp Feb to April",2063,5.25074708819096
"Surface","no","ssp585","Mean temp Feb to April",2064,5.65380458337761
"Surface","no","ssp585","Mean temp Feb to April",2065,6.83404000712411
"Surface","no","ssp585","Mean temp Feb to April",2066,6.17730827521384
"Surface","no","ssp585","Mean temp Feb to April",2067,7.18286959153261
"Surface","no","ssp585","Mean temp Feb to April",2068,6.87286891105423
"Surface","no","ssp585","Mean temp Feb to April",2069,5.82723341133119
"Surface","no","ssp585","Mean temp Feb to April",2070,7.66511018304232
"Surface","no","ssp585","Mean temp Feb to April",2071,6.30251422751753
"Surface","no","ssp585","Mean temp Feb to April",2072,5.57369206042745
"Surface","no","ssp585","Mean temp Feb to April",2073,7.09320799158559
"Surface","no","ssp585","Mean temp Feb to April",2074,7.60405577812206
"Surface","no","ssp585","Mean temp Feb to April",2075,7.36771845056521
"Surface","no","ssp585","Mean temp Feb to April",2076,5.61851926439813
"Surface","no","ssp585","Mean temp Feb to April",2077,5.53112800798654
"Surface","no","ssp585","Mean temp Feb to April",2078,6.70551894931214
"Surface","no","ssp585","Mean temp Feb to April",2079,6.74236318565576
"Surface","no","ssp585","Mean temp Feb to April",2080,6.93584148436732
"Surface","no","ssp585","Mean temp Feb to April",2081,6.83667400339602
"Surface","no","ssp585","Mean temp Feb to April",2082,7.00925571469358
"Surface","no","ssp585","Mean temp Feb to April",2083,6.83524868251671
"Surface","no","ssp585","Mean temp Feb to April",2084,5.76164466118869
"Surface","no","ssp585","Mean temp Feb to April",2085,6.30223634069589
"Surface","no","ssp585","Mean temp Feb to April",2086,7.77050509949177
"Surface","no","ssp585","Mean temp Feb to April",2087,7.17309060508282
"Surface","no","ssp585","Mean temp Feb to April",2088,6.8684399858271
"Surface","no","ssp585","Mean temp Feb to April",2089,7.42364114150526
"Surface","no","ssp585","Mean temp Feb to April",2090,7.2422657757601
"Surface","no","ssp585","Mean temp Feb to April",2091,7.66739738984559
"Surface","no","ssp585","Mean temp Feb to April",2092,8.19564916246563
"Surface","no","ssp585","Mean temp Feb to April",2093,7.84629466901245
"Surface","no","ssp585","Mean temp Feb to April",2094,7.58745699332973
"Surface","no","ssp585","Mean temp Feb to April",2095,6.57389980370505
"Surface","no","ssp585","Mean temp Feb to April",2096,6.72948667484821
"Surface","no","ssp585","Mean temp Feb to April",2097,4.43600095125615
"Surface","no","ssp585","Mean temp Feb to April",2098,5.61528815093634
"Surface","no","ssp585","Mean temp Feb to April",2099,8.06059320292884
"Surface","yes","ssp585","Mean temp Feb to April",1980,3.74569356606013
"Surface","yes","ssp585","Mean temp Feb to April",1981,3.09872795116064
"Surface","yes","ssp585","Mean temp Feb to April",1982,4.25399480036012
"Surface","yes","ssp585","Mean temp Feb to April",1983,3.93692375542565
"Surface","yes","ssp585","Mean temp Feb to April",1984,3.7708314331652
"Surface","yes","ssp585","Mean temp Feb to April",1985,2.92561298615514
"Surface","yes","ssp585","Mean temp Feb to April",1986,3.65965924974528
"Surface","yes","ssp585","Mean temp Feb to April",1987,3.65083026574509
"Surface","yes","ssp585","Mean temp Feb to April",1988,2.71733640961372
"Surface","yes","ssp585","Mean temp Feb to April",1989,3.83815028698734
"Surface","yes","ssp585","Mean temp Feb to April",1990,2.31667888709103
"Surface","yes","ssp585","Mean temp Feb to April",1991,3.01396818419328
"Surface","yes","ssp585","Mean temp Feb to April",1992,3.82296072204449
"Surface","yes","ssp585","Mean temp Feb to April",1993,3.66538416684828
"Surface","yes","ssp585","Mean temp Feb to April",1994,3.74744665229485
"Surface","yes","ssp585","Mean temp Feb to April",1995,3.34543554085211
"Surface","yes","ssp585","Mean temp Feb to April",1996,3.87553559865746
"Surface","yes","ssp585","Mean temp Feb to April",1997,3.86700732447039
"Surface","yes","ssp585","Mean temp Feb to April",1998,4.8937298979656
"Surface","yes","ssp585","Mean temp Feb to April",1999,3.34071290120112
"Surface","yes","ssp585","Mean temp Feb to April",2000,3.79783618270673
"Surface","yes","ssp585","Mean temp Feb to April",2001,4.82721798331012
"Surface","yes","ssp585","Mean temp Feb to April",2002,3.89904198364881
"Surface","yes","ssp585","Mean temp Feb to April",2003,5.49294644987129
"Surface","yes","ssp585","Mean temp Feb to April",2004,4.2882733993743
"Surface","yes","ssp585","Mean temp Feb to April",2005,4.71243978665567
"Surface","yes","ssp585","Mean temp Feb to April",2006,4.00806244727736
"Surface","yes","ssp585","Mean temp Feb to April",2007,3.1532113919778
"Surface","yes","ssp585","Mean temp Feb to April",2008,3.47723843288759
"Surface","yes","ssp585","Mean temp Feb to April",2009,3.32764897217623
"Surface","yes","ssp585","Mean temp Feb to April",2010,4.51106387867097
"Surface","yes","ssp585","Mean temp Feb to April",2011,3.71235335186803
"Surface","yes","ssp585","Mean temp Feb to April",2012,3.033189867682
"Surface","yes","ssp585","Mean temp Feb to April",2013,4.13009515328955
"Surface","yes","ssp585","Mean temp Feb to April",2014,4.8708613568456
"Surface","yes","ssp585","Mean temp Feb to April",2015,5.85409053259538
"Surface","yes","ssp585","Mean temp Feb to April",2016,6.10459645208519
"Surface","yes","ssp585","Mean temp Feb to April",2017,4.58825910618573
"Surface","yes","ssp585","Mean temp Feb to April",2018,4.99999625289194
"Surface","yes","ssp585","Mean temp Feb to April",2019,5.79979840054996
"Surface","yes","ssp585","Mean temp Feb to April",2020,4.14963054320634
"Surface","yes","ssp585","Mean temp Feb to April",2021,3.40165141612132
"Surface","yes","ssp585","Mean temp Feb to April",2022,4.96550820660273
"Surface","yes","ssp585","Mean temp Feb to April",2023,3.14602244194442
"Surface","yes","ssp585","Mean temp Feb to April",2024,2.18787041977236
"Surface","yes","ssp585","Mean temp Feb to April",2025,3.96702130152649
"Surface","yes","ssp585","Mean temp Feb to April",2026,4.95487413975407
"Surface","yes","ssp585","Mean temp Feb to April",2027,3.76468424846009
"Surface","yes","ssp585","Mean temp Feb to April",2028,5.51363695972533
"Surface","yes","ssp585","Mean temp Feb to April",2029,4.92617411276494
"Surface","yes","ssp585","Mean temp Feb to April",2030,4.61540093873029
"Surface","yes","ssp585","Mean temp Feb to April",2031,5.20473600782387
"Surface","yes","ssp585","Mean temp Feb to April",2032,5.99643699952824
"Surface","yes","ssp585","Mean temp Feb to April",2033,5.3963912258878
"Surface","yes","ssp585","Mean temp Feb to April",2034,3.70232538391206
"Surface","yes","ssp585","Mean temp Feb to April",2035,3.13695754520151
"Surface","yes","ssp585","Mean temp Feb to April",2036,4.90334133694151
"Surface","yes","ssp585","Mean temp Feb to April",2037,5.46174093594107
"Surface","yes","ssp585","Mean temp Feb to April",2038,6.06386467984366
"Surface","yes","ssp585","Mean temp Feb to April",2039,5.12563903385715
"Surface","yes","ssp585","Mean temp Feb to April",2040,5.83738144761314
"Surface","yes","ssp585","Mean temp Feb to April",2041,3.75704192020887
"Surface","yes","ssp585","Mean temp Feb to April",2042,4.59272882129643
"Surface","yes","ssp585","Mean temp Feb to April",2043,5.6706208323514
"Surface","yes","ssp585","Mean temp Feb to April",2044,5.80283246344586
"Surface","yes","ssp585","Mean temp Feb to April",2045,5.09775912973162
"Surface","yes","ssp585","Mean temp Feb to April",2046,4.05999332480439
"Surface","yes","ssp585","Mean temp Feb to April",2047,3.63833135815568
"Surface","yes","ssp585","Mean temp Feb to April",2048,4.70703215250732
"Surface","yes","ssp585","Mean temp Feb to April",2049,5.95042078526544
"Surface","yes","ssp585","Mean temp Feb to April",2050,5.63144240000497
"Surface","yes","ssp585","Mean temp Feb to April",2051,4.94238905398868
"Surface","yes","ssp585","Mean temp Feb to April",2052,4.84843856827089
"Surface","yes","ssp585","Mean temp Feb to April",2053,5.36954310484394
"Surface","yes","ssp585","Mean temp Feb to April",2054,5.73358500813326
"Surface","yes","ssp585","Mean temp Feb to April",2055,5.84371416907349
"Surface","yes","ssp585","Mean temp Feb to April",2056,4.72781532863996
"Surface","yes","ssp585","Mean temp Feb to April",2057,5.3533241939896
"Surface","yes","ssp585","Mean temp Feb to April",2058,4.44404793849031
"Surface","yes","ssp585","Mean temp Feb to April",2059,6.1305615565493
"Surface","yes","ssp585","Mean temp Feb to April",2060,4.76663605556101
"Surface","yes","ssp585","Mean temp Feb to April",2061,6.65442256152652
"Surface","yes","ssp585","Mean temp Feb to April",2062,5.61289595313877
"Surface","yes","ssp585","Mean temp Feb to April",2063,5.25074708819096
"Surface","yes","ssp585","Mean temp Feb to April",2064,5.65380458337761
"Surface","yes","ssp585","Mean temp Feb to April",2065,6.83404000712411
"Surface","yes","ssp585","Mean temp Feb to April",2066,6.17730827521384
"Surface","yes","ssp585","Mean temp Feb to April",2067,7.18286959153261
"Surface","yes","ssp585","Mean temp Feb to April",2068,6.87286891105423
"Surface","yes","ssp585","Mean temp Feb to April",2069,5.82723341133119
"Surface","yes","ssp585","Mean temp Feb to April",2070,7.66511018304232
"Surface","yes","ssp585","Mean temp Feb to April",2071,6.30251422751753
"Surface","yes","ssp585","Mean temp Feb to April",2072,5.57369206042745
"Surface","yes","ssp585","Mean temp Feb to April",2073,7.09320799158559
"Surface","yes","ssp585","Mean temp Feb to April",2074,7.60405577812206
"Surface","yes","ssp585","Mean temp Feb to April",2075,7.36771845056521
"Surface","yes","ssp585","Mean temp Feb to April",2076,5.61851926439813
"Surface","yes","ssp585","Mean temp Feb to April",2077,5.53112800798654
"Surface","yes","ssp585","Mean temp Feb to April",2078,6.70551894931214
"Surface","yes","ssp585","Mean temp Feb to April",2079,6.74236318565576
"Surface","yes","ssp585","Mean temp Feb to April",2080,6.93584148436732
"Surface","yes","ssp585","Mean temp Feb to April",2081,6.83667400339602
"Surface","yes","ssp585","Mean temp Feb to April",2082,7.00925571469358
"Surface","yes","ssp585","Mean temp Feb to April",2083,6.83524868251671
"Surface","yes","ssp585","Mean temp Feb to April",2084,5.76164466118869
"Surface","yes","ssp585","Mean temp Feb to April",2085,6.30223634069589
"Surface","yes","ssp585","Mean temp Feb to April",2086,7.77050509949177
"Surface","yes","ssp585","Mean temp Feb to April",2087,7.17309060508282
"Surface","yes","ssp585","Mean temp Feb to April",2088,6.8684399858271
"Surface","yes","ssp585","Mean temp Feb to April",2089,7.42364114150526
"Surface","yes","ssp585","Mean temp Feb to April",2090,7.2422657757601
"Surface","yes","ssp585","Mean temp Feb to April",2091,7.66739738984559
"Surface","yes","ssp585","Mean temp Feb to April",2092,8.19564916246563
"Surface","yes","ssp585","Mean temp Feb to April",2093,7.84629466901245
"Surface","yes","ssp585","Mean temp Feb to April",2094,7.58745699332973
"Surface","yes","ssp585","Mean temp Feb to April",2095,6.57389980370505
"Surface","yes","ssp585","Mean temp Feb to April",2096,6.72948667484821
"Surface","yes","ssp585","Mean temp Feb to April",2097,4.43600095125615
"Surface","yes","ssp585","Mean temp Feb to April",2098,5.61528815093634
"Surface","yes","ssp585","Mean temp Feb to April",2099,8.06059320292884
