Survey,Year,Cruise Join ID,Haul Join ID,Cruise Number,Vessel Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satifactory Gear Performance,Gear Performance Description,Gear Depth,Bottom Depth,Specimen ID,Biostratum,Species Code,Common Name,Scientific Name,Length (mm),Sex,Weight (gm),Age (years),Maturity,Maturity Table,Gonad Weight,Specimen Subsample Method,Specimen Sample Type,Age Determination Method,AKFIN Load Date
GOA,2015,-699,-14006,201501,143,28,54.47899,-163.73747,54.47801,-163.76053,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,95,102,152,0,10110,arrowtooth flounder,Atheresthes stomias,210,Male,72,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14006,201501,143,28,54.47899,-163.73747,54.47801,-163.76053,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,95,102,165,0,10110,arrowtooth flounder,Atheresthes stomias,390,Female,518,4,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14006,201501,143,28,54.47899,-163.73747,54.47801,-163.76053,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,95,102,167,0,10110,arrowtooth flounder,Atheresthes stomias,330,Female,298,3,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14006,201501,143,28,54.47899,-163.73747,54.47801,-163.76053,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,95,102,168,0,10110,arrowtooth flounder,Atheresthes stomias,280,Female,166,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14007,201501,143,29,54.53895,-163.39134,54.53642,-163.41366,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,4,Y,Caught unspecified object,99,106,172,0,10110,arrowtooth flounder,Atheresthes stomias,240,Female,124,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14007,201501,143,29,54.53895,-163.39134,54.53642,-163.41366,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,4,Y,Caught unspecified object,99,106,174,0,10110,arrowtooth flounder,Atheresthes stomias,300,Female,242,4,,,,6,1,3,5-Oct-20
GOA,2015,-699,-14009,201501,143,31,54.8173,-162.77942,54.80321,-162.77783,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,,,0,Y,Good performance,53,62,188,0,10110,arrowtooth flounder,Atheresthes stomias,200,Female,60,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14009,201501,143,31,54.8173,-162.77942,54.80321,-162.77783,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,,,0,Y,Good performance,53,62,189,0,10110,arrowtooth flounder,Atheresthes stomias,280,Female,182,3,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14009,201501,143,31,54.8173,-162.77942,54.80321,-162.77783,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,,,0,Y,Good performance,53,62,193,0,10110,arrowtooth flounder,Atheresthes stomias,140,Male,20,1,,,,6,1,3,5-Oct-20
GOA,2015,-699,-14016,201501,143,38,54.28562,-161.21591,54.28352,-161.23843,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,271,277,208,0,10110,arrowtooth flounder,Atheresthes stomias,450,Female,802,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14016,201501,143,38,54.28562,-161.21591,54.28352,-161.23843,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,271,277,209,0,10110,arrowtooth flounder,Atheresthes stomias,430,Female,628,5,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14016,201501,143,38,54.28562,-161.21591,54.28352,-161.23843,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,271,277,211,0,10110,arrowtooth flounder,Atheresthes stomias,420,Female,644,4,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14016,201501,143,38,54.28562,-161.21591,54.28352,-161.23843,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,271,277,214,0,10110,arrowtooth flounder,Atheresthes stomias,640,Female,2614,10,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14016,201501,143,38,54.28562,-161.21591,54.28352,-161.23843,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,271,277,227,0,10110,arrowtooth flounder,Atheresthes stomias,490,Male,1096,11,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14016,201501,143,38,54.28562,-161.21591,54.28352,-161.23843,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,271,277,228,0,10110,arrowtooth flounder,Atheresthes stomias,390,Male,482,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14017,201501,143,39,54.50701,-160.94771,54.49574,-160.93571,110,Shumagin,101,200,Sanak Gully,WESTERN GOA,GULLY,,,0,Y,Good performance,127,133,236,0,10110,arrowtooth flounder,Atheresthes stomias,280,Female,194,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14017,201501,143,39,54.50701,-160.94771,54.49574,-160.93571,110,Shumagin,101,200,Sanak Gully,WESTERN GOA,GULLY,,,0,Y,Good performance,127,133,239,0,10110,arrowtooth flounder,Atheresthes stomias,400,Male,534,5,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14025,201501,143,47,54.46103,-159.36025,54.45902,-159.38247,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,-1.1,N,Minor hang(s),206,212,250,0,10110,arrowtooth flounder,Atheresthes stomias,450,Male,734,9,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14304,201501,143,55,54.77812,-160.77272,54.78686,-160.75606,110,Shumagin,101,200,Sanak Gully,WESTERN GOA,GULLY,,,0,Y,Good performance,107,113,257,0,10110,arrowtooth flounder,Atheresthes stomias,670,Female,2904,10,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14304,201501,143,55,54.77812,-160.77272,54.78686,-160.75606,110,Shumagin,101,200,Sanak Gully,WESTERN GOA,GULLY,,,0,Y,Good performance,107,113,258,0,10110,arrowtooth flounder,Atheresthes stomias,180,Female,44,2,,,,6,1,3,5-Oct-20
GOA,2015,-699,-14310,201501,143,61,55.85867,-159.00432,55.86914,-159.01809,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,,,0,Y,Good performance,113,119,265,0,10110,arrowtooth flounder,Atheresthes stomias,540,Female,1158,17,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14311,201501,143,62,55.71257,-158.87764,55.70494,-158.85922,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,90,97,268,0,10110,arrowtooth flounder,Atheresthes stomias,450,Male,684,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14311,201501,143,62,55.71257,-158.87764,55.70494,-158.85922,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,90,97,269,0,10110,arrowtooth flounder,Atheresthes stomias,320,Male,258,4,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14311,201501,143,62,55.71257,-158.87764,55.70494,-158.85922,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,90,97,274,0,10110,arrowtooth flounder,Atheresthes stomias,250,Male,124,2,,,,6,1,3,5-Oct-20
GOA,2015,-699,-14311,201501,143,62,55.71257,-158.87764,55.70494,-158.85922,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,90,97,276,0,10110,arrowtooth flounder,Atheresthes stomias,210,Male,66,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14311,201501,143,62,55.71257,-158.87764,55.70494,-158.85922,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,90,97,289,0,10110,arrowtooth flounder,Atheresthes stomias,280,Female,158,2,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14312,201501,143,63,55.94916,-158.47143,55.9447,-158.44876,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,67,74,296,0,10110,arrowtooth flounder,Atheresthes stomias,220,Female,76,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14312,201501,143,63,55.94916,-158.47143,55.9447,-158.44876,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,67,74,297,0,10110,arrowtooth flounder,Atheresthes stomias,260,Female,142,3,,,,6,1,3,5-Oct-20
GOA,2015,-699,-14315,201501,143,66,55.15278,-158.84685,55.14325,-158.83136,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,184,190,315,0,10110,arrowtooth flounder,Atheresthes stomias,490,Female,1040,6,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14315,201501,143,66,55.15278,-158.84685,55.14325,-158.83136,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,184,190,319,0,10110,arrowtooth flounder,Atheresthes stomias,400,Female,530,5,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14324,201501,143,75,56.22572,-156.04712,56.23009,-156.02496,220,Chirikof,201,300,Lower Shelikof Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,222,228,343,0,10110,arrowtooth flounder,Atheresthes stomias,540,Female,1808,9,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14335,201501,143,86,56.27478,-157.88147,56.26622,-157.86381,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,155,161,358,0,10110,arrowtooth flounder,Atheresthes stomias,540,Male,1088,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14337,201501,143,88,56.38647,-157.68829,56.38888,-157.66505,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,177,183,359,0,10110,arrowtooth flounder,Atheresthes stomias,620,Female,2288,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14355,201501,143,106,57.53702,-155.23747,57.52783,-155.25451,232,Kodiak,201,300,Upper Shelikof Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,259,265,389,0,10110,arrowtooth flounder,Atheresthes stomias,430,Female,694,4,,,,6,1,3,5-Oct-20
GOA,2015,-699,-14356,201501,143,107,57.16694,-155.2465,57.15413,-155.24139,220,Chirikof,201,300,Lower Shelikof Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,238,244,396,0,10110,arrowtooth flounder,Atheresthes stomias,400,Male,586,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14362,201501,143,113,56.82992,-154.46711,56.83482,-154.48946,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,65,71,422,0,10110,arrowtooth flounder,Atheresthes stomias,270,Male,148,3,,,,6,1,3,5-Oct-20
GOA,2015,-699,-14365,201501,143,116,57.57859,-154.65793,57.58718,-154.64057,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,0,Y,Good performance,189,195,439,0,10110,arrowtooth flounder,Atheresthes stomias,490,Male,936,12,,,,6,1,6,5-Oct-20
GOA,2017,-715,-16445,201701,143,20,53.75818,-165.04861,53.76218,-165.06927,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,179,185,34,0,10110,arrowtooth flounder,Atheresthes stomias,360,Male,386,5,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16446,201701,143,21,53.81762,-165.54841,53.81649,-165.52607,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,91,98,35,0,10110,arrowtooth flounder,Atheresthes stomias,450,Male,636,8,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16446,201701,143,21,53.81762,-165.54841,53.81649,-165.52607,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,91,98,36,0,10110,arrowtooth flounder,Atheresthes stomias,530,Female,1252,8,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16451,201701,143,26,54.3408,-164.08654,54.33274,-164.0692,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,96,102,44,0,10110,arrowtooth flounder,Atheresthes stomias,310,Female,228,5,,,,1,1,3,5-Oct-20
GOA,2017,-715,-16469,201701,143,44,55.00622,-160.78298,54.9945,-160.77369,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,98,104,76,0,10110,arrowtooth flounder,Atheresthes stomias,290,Female,220,4,,,,1,1,6,5-Oct-20
GOA,2015,-699,-14384,201501,143,135,58.21788,-153.09974,58.21381,-153.07686,35,Kodiak,1,100,Northern Kodiak Shallows,CENTRAL GOA,SHELF,,,0,Y,Good performance,132,138,454,0,10110,arrowtooth flounder,Atheresthes stomias,730,Female,4048,16,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14384,201501,143,135,58.21788,-153.09974,58.21381,-153.07686,35,Kodiak,1,100,Northern Kodiak Shallows,CENTRAL GOA,SHELF,,,0,Y,Good performance,132,138,455,0,10110,arrowtooth flounder,Atheresthes stomias,760,Female,4038,18,,,,6,1,6,5-Oct-20
GOA,2017,-715,-16479,201701,143,54,54.35386,-160.41991,54.35399,-160.39793,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,115,122,96,0,10110,arrowtooth flounder,Atheresthes stomias,280,Male,154,3,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16480,201701,143,55,54.32718,-160.20579,54.33313,-160.18657,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,241,247,97,0,10110,arrowtooth flounder,Atheresthes stomias,470,Male,850,7,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16480,201701,143,55,54.32718,-160.20579,54.33313,-160.18657,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,241,247,98,0,10110,arrowtooth flounder,Atheresthes stomias,460,Male,790,10,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16485,201701,143,61,54.87403,-160.06259,54.88517,-160.05072,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,52,59,106,0,10110,arrowtooth flounder,Atheresthes stomias,260,Female,122,2,,,,1,1,3,5-Oct-20
GOA,2017,-715,-16714,201701,143,62,54.78843,-159.99922,54.80213,-159.99334,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,62,70,107,0,10110,arrowtooth flounder,Atheresthes stomias,440,Male,636,12,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16743,201701,143,67,55.70778,-160.04316,55.7124,-160.06636,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,,,0,Y,Good performance,23,31,115,0,10110,arrowtooth flounder,Atheresthes stomias,530,Female,1106,11,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16737,201701,143,74,55.8461,-158.55376,55.85634,-158.53896,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,127,133,131,0,10110,arrowtooth flounder,Atheresthes stomias,370,Female,478,5,,,,1,1,3,5-Oct-20
GOA,2017,-715,-16738,201701,143,75,56.07193,-158.38244,56.08517,-158.38276,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,41,48,133,0,10110,arrowtooth flounder,Atheresthes stomias,480,Female,844,9,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16739,201701,143,76,56.20055,-158.05202,56.20599,-158.0308,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,125,132,135,0,10110,arrowtooth flounder,Atheresthes stomias,390,Female,540,5,,,,1,1,3,5-Oct-20
GOA,2017,-715,-16753,201701,143,85,55.9389,-157.54396,55.9477,-157.56097,21,Chirikof,1,100,Semidi Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,77,84,147,0,10110,arrowtooth flounder,Atheresthes stomias,360,Female,410,6,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16756,201701,143,86,56.28464,-157.2193,56.28006,-157.19743,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,145,151,149,0,10110,arrowtooth flounder,Atheresthes stomias,470,Female,860,8,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16756,201701,143,86,56.28464,-157.2193,56.28006,-157.19743,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,145,151,150,0,10110,arrowtooth flounder,Atheresthes stomias,380,Female,494,4,,,,1,1,3,5-Oct-20
GOA,2017,-715,-16691,201701,143,92,56.75227,-157.24017,56.75329,-157.26399,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,40,47,162,0,10110,arrowtooth flounder,Atheresthes stomias,250,Female,134,3,,,,1,1,7,5-Oct-20
GOA,2015,-699,-14845,201501,143,185,59.14943,-153.00927,59.1595,-152.99237,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,0,Y,Good performance,111,118,462,0,10110,arrowtooth flounder,Atheresthes stomias,550,Female,1354,14,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14845,201501,143,185,59.14943,-153.00927,59.1595,-152.99237,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,0,Y,Good performance,111,118,472,0,10110,arrowtooth flounder,Atheresthes stomias,280,Female,176,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14845,201501,143,185,59.14943,-153.00927,59.1595,-152.99237,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,0,Y,Good performance,111,118,473,0,10110,arrowtooth flounder,Atheresthes stomias,290,Female,188,2,,,,6,1,3,5-Oct-20
GOA,2015,-699,-14848,201501,143,188,59.45283,-153.21784,59.44246,-153.20149,32,Kodiak,1,100,Lower Cook Inlet,CENTRAL GOA,SHELF,,,0,Y,Good performance,33,40,475,0,10110,arrowtooth flounder,Atheresthes stomias,140,Male,16,1,,,,6,1,3,5-Oct-20
GOA,2015,-699,-14858,201501,143,198,59.11637,-152.43289,59.12835,-152.44342,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,0,Y,Good performance,115,122,489,0,10110,arrowtooth flounder,Atheresthes stomias,490,Female,1084,9,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14861,201501,143,201,59.04007,-152.02296,59.03964,-151.99796,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,0,Y,Good performance,192,199,502,0,10110,arrowtooth flounder,Atheresthes stomias,530,Female,1460,9,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14864,201501,143,204,58.62199,-151.26708,58.62193,-151.29158,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,1.1,Y,Minor hang(s),178,185,506,0,10110,arrowtooth flounder,Atheresthes stomias,340,Male,338,3,,,,6,1,3,5-Oct-20
GOA,2015,-699,-14864,201501,143,204,58.62199,-151.26708,58.62193,-151.29158,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,1.1,Y,Minor hang(s),178,185,518,0,10110,arrowtooth flounder,Atheresthes stomias,420,Female,606,6,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14869,201501,143,209,58.76942,-150.54034,58.78226,-150.53571,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,180,187,520,0,10110,arrowtooth flounder,Atheresthes stomias,510,Male,1030,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14869,201501,143,209,58.76942,-150.54034,58.78226,-150.53571,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,180,187,523,0,10110,arrowtooth flounder,Atheresthes stomias,440,Male,712,6,,,,6,1,6,5-Oct-20
GOA,2017,-715,-16696,201701,143,97,56.64864,-156.48898,56.63597,-156.49416,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,0,Y,Good performance,190,196,171,0,10110,arrowtooth flounder,Atheresthes stomias,360,Male,380,5,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16705,201701,143,107,56.45941,-154.09435,56.4593,-154.06908,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,42,49,190,0,10110,arrowtooth flounder,Atheresthes stomias,250,Female,128,2,,,,1,1,3,5-Oct-20
GOA,2017,-715,-16711,201701,143,112,56.80747,-154.60512,56.79398,-154.60216,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,46,53,194,0,10110,arrowtooth flounder,Atheresthes stomias,250,Female,126,2,,,,1,1,3,5-Oct-20
GOA,2017,-715,-16712,201701,143,113,56.8935,-154.9925,56.88213,-154.97983,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,69,75,195,0,10110,arrowtooth flounder,Atheresthes stomias,550,Female,1410,9,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16719,201701,143,116,57.47001,-155.44468,57.48214,-155.43553,220,Chirikof,201,300,Lower Shelikof Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,281,287,199,0,10110,arrowtooth flounder,Atheresthes stomias,630,Female,2702,12,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16720,201701,143,117,57.29712,-155.13455,57.31047,-155.12712,220,Chirikof,201,300,Lower Shelikof Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,232,238,202,0,10110,arrowtooth flounder,Atheresthes stomias,390,Female,530,5,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16723,201701,143,120,57.67552,-154.37967,57.66706,-154.39843,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,0,Y,Good performance,169,175,208,0,10110,arrowtooth flounder,Atheresthes stomias,380,Male,536,5,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16725,201701,143,122,57.77748,-154.24018,57.78604,-154.22174,232,Kodiak,201,300,Upper Shelikof Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,209,216,212,0,10110,arrowtooth flounder,Atheresthes stomias,410,Male,572,6,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16726,201701,143,123,57.8029,-154.02409,57.80116,-154.04863,35,Kodiak,1,100,Northern Kodiak Shallows,CENTRAL GOA,SHELF,,,0,Y,Good performance,65,71,214,0,10110,arrowtooth flounder,Atheresthes stomias,500,Female,1216,6,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16729,201701,143,126,58.00141,-154.07713,57.99126,-154.09298,232,Kodiak,201,300,Upper Shelikof Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,197,203,219,0,10110,arrowtooth flounder,Atheresthes stomias,420,Female,680,6,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16735,201701,143,132,58.5117,-153.71339,58.5186,-153.69229,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,66,72,229,0,10110,arrowtooth flounder,Atheresthes stomias,540,Female,1382,9,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16735,201701,143,132,58.5117,-153.71339,58.5186,-153.69229,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,66,72,230,0,10110,arrowtooth flounder,Atheresthes stomias,240,Female,102,3,,,,1,1,3,5-Oct-20
GOA,2017,-715,-16762,201701,143,137,58.36224,-153.20481,58.35444,-153.22486,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,0,Y,Good performance,183,189,239,0,10110,arrowtooth flounder,Atheresthes stomias,590,Female,1784,15,,,,1,1,6,5-Oct-20
GOA,1984,314,30220,198401,57,9,56.05383,-158.2405,56.07117,-158.20633,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,,,0,Y,Good performance,91,91,28,8,10110,arrowtooth flounder,Atheresthes stomias,250,Male,125,,,,,1,1,,5-Oct-20
GOA,1984,314,30229,198401,57,18,55.11517,-158.4455,55.13433,-158.47483,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,177,177,33,6,10110,arrowtooth flounder,Atheresthes stomias,340,Male,309,,,,,1,1,,5-Oct-20
GOA,1984,314,30233,198401,57,22,55.48167,-158.24133,55.45583,-158.239,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,139,139,57,6,10110,arrowtooth flounder,Atheresthes stomias,680,Female,3050,,,,,1,1,,5-Oct-20
GOA,1984,314,30233,198401,57,22,55.48167,-158.24133,55.45583,-158.239,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,139,139,58,6,10110,arrowtooth flounder,Atheresthes stomias,420,Female,644,,,,,1,1,,5-Oct-20
GOA,1987,330,33703,198701,560,237,59.40217,-147.7365,59.41033,-147.673,133,Kodiak,101,200,Kenai Flats,CENTRAL GOA,SHELF,,,6,Y,Unspecified problems,112,112,0,133,10110,arrowtooth flounder,Atheresthes stomias,460,Male,1052,,,,,1,0,,5-Oct-20
GOA,1987,330,33703,198701,560,237,59.40217,-147.7365,59.41033,-147.673,133,Kodiak,101,200,Kenai Flats,CENTRAL GOA,SHELF,,,6,Y,Unspecified problems,112,112,0,133,10110,arrowtooth flounder,Atheresthes stomias,590,Female,1900,,,,,1,0,,5-Oct-20
GOA,1987,330,33703,198701,560,237,59.40217,-147.7365,59.41033,-147.673,133,Kodiak,101,200,Kenai Flats,CENTRAL GOA,SHELF,,,6,Y,Unspecified problems,112,112,0,133,10110,arrowtooth flounder,Atheresthes stomias,720,Female,3750,,,,,1,0,,5-Oct-20
GOA,1987,330,33703,198701,560,237,59.40217,-147.7365,59.41033,-147.673,133,Kodiak,101,200,Kenai Flats,CENTRAL GOA,SHELF,,,6,Y,Unspecified problems,112,112,0,133,10110,arrowtooth flounder,Atheresthes stomias,340,Male,310,,,,,1,0,,5-Oct-20
GOA,1987,330,33715,198701,560,249,58.4195,-149.6895,58.42117,-149.617,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,157,157,625,131,10110,arrowtooth flounder,Atheresthes stomias,350,Female,,4,,,,5,1,3,5-Oct-20
GOA,1987,330,33715,198701,560,249,58.4195,-149.6895,58.42117,-149.617,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,157,157,631,131,10110,arrowtooth flounder,Atheresthes stomias,440,Male,,5,,,,5,1,6,5-Oct-20
GOA,1990,320,31253,199001,83,99,55.51583,-156.03967,55.50067,-156.0215,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,201,201,129,122,10110,arrowtooth flounder,Atheresthes stomias,280,Male,,3,,,,5,1,4,5-Oct-20
GOA,1990,320,31253,199001,83,99,55.51583,-156.03967,55.50067,-156.0215,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,201,201,132,122,10110,arrowtooth flounder,Atheresthes stomias,250,Male,,2,,,,5,1,4,5-Oct-20
